"","Country","Year","hog_ideology","leader_ideology","match_hog_leader","democracy","region","IMF.based.exchange.rate","Population","Currency","Per.capita.GNI","agriculture_and_hunting_fishing_isic","Changes.in.inventories","construction_isic","Exports.of.goods.and.services","Gross.capital.formation","Imports.of.goods.and.services","mining_manifacturing_isic","transport_storage_communication_isic","wholesale_trade_restaurant_hotel_isic","Gross.National.Income.GNI..in.USD","Gross.Domestic.Product..GDP.","Military.expenditure....of.GDP.","Urban.population","Rural.population"
"2524","South Africa",2013,"leftist","leftist","yes","yes","Sub-Saharan Africa",9.655056069,53873616," Rand ",7258,7720586962,2364239764,14245178797,1.14e+11,76806238614,1.22e+11,84129775548,32919332392,51004986038,3.91e+11,4.01e+11,1.027794024,34881241,19797550
"2525","South Africa",2014,"leftist","leftist","yes","yes","Sub-Saharan Africa",10.85265557,54729551," Rand ",6787,8097161054,711404806,13400959708,1.1e+11,70422298392,1.16e+11,79180067455,31170619749,48607458023,3.71e+11,3.81e+11,1.021893996,35754152,19840686
"2526","South Africa",2015,"leftist","leftist","yes","yes","Sub-Saharan Africa",12.75893088,55876504," Rand ",6059,7740421272,2162951344,12056731197,96023911943,64561475805,1.01e+11,70172415568,28241080962,43540952230,3.39e+11,3.46e+11,1.006928622,36772735,19950802
"2527","South Africa",2016,"leftist","leftist","yes","yes","Sub-Saharan Africa",14.70961089,56422274," Rand ",5588,7811559456,-1556526556,10905998891,91103998910,54878540589,89644971337,66046614527,25559207713,40414801223,3.15e+11,3.24e+11,0.971046765,37413963,19845588
"2528","South Africa",2017,"leftist","leftist","yes","yes","Sub-Saharan Africa",13.33378146,56641209," Rand ",6538,9497680787,807134205,11979347380,1.04e+11,63262220551,99767296056,77941805411,29832497343,47382582493,3.7e+11,3.81e+11,0.943568495,37952754,19682408
"2529","South Africa",2018,"leftist","leftist","yes","yes","Sub-Saharan Africa",13.24091113,57339635," Rand ",6848,9153767622,985089316,12337177210,1.11e+11,65392519504,1.09e+11,83000573661,30662479891,50575396158,3.93e+11,4.04e+11,0.894757065,38892657,19720344
"2530","South Africa",2019,"leftist","leftist","yes","yes","Sub-Saharan Africa",14.44842705,58087055," Rand ",6522,7623518792,1692298471,11446738936,1.06e+11,61594962613,1.04e+11,80393527285,28883015517,48347883672,3.79e+11,3.89e+11,0.882430272,39838076,19749809
"2531","South Africa",2020,"leftist","leftist","yes","yes","Sub-Saharan Africa",16.45910539,58801927," Rand ",5645,8510172054,-4597493751,8277354468,93184023479,41865005424,78330031700,70296129831,22468666069,39768313949,3.32e+11,3.38e+11,0.955615163,40791186,19771195
"2532","Spain",1990,"leftist","leftist","yes","yes","Western Europe and North America",0.612635178,38889889," Euro ",13641,25648103035,5810993279,53484351624,84367911257,1.44e+11,1.07e+11,1.2e+11,42990019350,91764978333,5.3e+11,5.37e+11,2.293305209,29286916,9580406
"2533","Spain",1991,"leftist","leftist","yes","yes","Western Europe and North America",0.624521194,38997063," Euro ",14637,25781147182,5762965671,57980062151,90962456797,1.5e+11,1.14e+11,1.25e+11,46828925653,99797788592,5.71e+11,5.77e+11,2.129192231,29430524,9535852
"2534","Spain",1992,"leftist","leftist","yes","yes","Western Europe and North America",0.615310683,39202251," Euro ",15900,24771731775,6531796391,57822569806,1.02e+11,1.52e+11,1.25e+11,1.3e+11,51899145016,1.11e+11,6.23e+11,6.31e+11,2.042803676,29607126,9550559
"2535","Spain",1993,"leftist","leftist","yes","yes","Western Europe and North America",0.764850508,39420546," Euro ",13214,22031669771,1527013302,45107507882,92991071369,1.13e+11,1.01e+11,1.05e+11,44347460880,94638289929,5.21e+11,5.25e+11,2.011871737,29793326,9567936
"2536","Spain",1994,"leftist","leftist","yes","yes","Western Europe and North America",0.805103524,39623725," Euro ",13109,22031133566,3340180261,44222477771,1.08e+11,1.15e+11,1.13e+11,1.04e+11,45672686765,96863004190,5.19e+11,5.31e+11,2.001337402,29967941,9581167
"2537","Spain",1995,"leftist","leftist","yes","yes","Western Europe and North America",0.749395983,39814573," Euro ",15310,23875228063,2185760316,52725129177,1.34e+11,1.38e+11,1.41e+11,1.21e+11,51486798547,1.11e+11,6.1e+11,6.15e+11,1.917022395,30133075,9590975
"2538","Spain",1996,"rightist","rightist","yes","yes","Western Europe and North America",0.761251447,39996473," Euro ",15841,28204872480,1795727292,53343740937,1.48e+11,1.43e+11,1.49e+11,1.27e+11,53542098524,1.14e+11,6.34e+11,6.43e+11,1.814439016,30291556,9598296
"2539","Spain",1997,"rightist","rightist","yes","yes","Western Europe and North America",0.879963629,40180050," Euro ",14512,25387412923,1334146051,48244039427,1.51e+11,1.33e+11,1.5e+11,1.17e+11,49573639835,1.03e+11,5.83e+11,5.9e+11,1.722815679,30451227,9606162
"2540","Spain",1998,"rightist","rightist","yes","yes","Western Europe and North America",0.897884027,40362357," Euro ",15146,25700423789,2520370040,51841884493,1.62e+11,1.48e+11,1.64e+11,1.21e+11,52545761587,1.07e+11,6.11e+11,6.19e+11,1.757319949,30610090,9613419
"2541","Spain",1999,"rightist","rightist","yes","yes","Western Europe and North America",0.938627276,40542232," Euro ",15512,24227934331,3613788015,55827271750,1.67e+11,1.62e+11,1.8e+11,1.21e+11,53524973430,1.1e+11,6.29e+11,6.35e+11,1.755234589,30767125,9619750
"2542","Spain",2000,"rightist","rightist","yes","yes","Western Europe and North America",1.085400833,40741651," Euro ",14546,22354875042,2676430597,54860838661,1.7e+11,1.59e+11,1.88e+11,1.12e+11,49798192834,1.03e+11,5.93e+11,5.97e+11,1.725517988,30937864,9630000
"2543","Spain",2001,"rightist","rightist","yes","yes","Western Europe and North America",1.11751,40966450," Euro ",15100,23069144795,2212955589,60211541731,1.75e+11,1.66e+11,1.89e+11,1.15e+11,53328381849,1.08e+11,6.19e+11,6.27e+11,1.629584033,31186430,9663982
"2544","Spain",2002,"rightist","rightist","yes","yes","Western Europe and North America",1.062551667,41477655," Euro ",16815,24612450218,2010255188,70037064864,1.87e+11,1.88e+11,2.01e+11,1.26e+11,60056373729,1.21e+11,6.97e+11,7.05e+11,1.455973702,31708814,9722744
"2545","Spain",2003,"rightist","rightist","yes","yes","Western Europe and North America",0.886034167,42230270," Euro ",21265,31067650702,1554116141,91362165304,2.32e+11,2.49e+11,2.52e+11,1.57e+11,75857119882,1.52e+11,8.98e+11,9.05e+11,1.422544393,32390830,9796815
"2546","Spain",2004,"leftist","leftist","yes","yes","Western Europe and North America",0.805365,42959666," Euro ",24609,33383621091,2511904540,1.09e+11,2.71e+11,3.02e+11,3.11e+11,1.79e+11,87257330527,1.79e+11,1.06e+12,1.07e+12,1.43022118,33059302,9862593
"2547","Spain",2005,"leftist","leftist","yes","yes","Western Europe and North America",0.80412,43685374," Euro ",26035,31934288415,2647614784,1.23e+11,2.88e+11,3.39e+11,3.43e+11,1.9e+11,89520220863,1.89e+11,1.14e+12,1.15e+12,1.387177754,33727737,9925418
"2548","Spain",2006,"leftist","leftist","yes","yes","Western Europe and North America",0.797140833,44422831," Euro ",27823,30369790365,4575101221,1.37e+11,3.18e+11,3.85e+11,3.9e+11,2.03e+11,95060994032,2.03e+11,1.24e+12,1.26e+12,1.370007461,34408810,9988509
"2549","Spain",2007,"leftist","leftist","yes","yes","Western Europe and North America",0.7306375,45245782," Euro ",31736,36918444509,8069665190,1.55e+11,3.83e+11,4.48e+11,4.68e+11,2.32e+11,1.1e+11,2.35e+11,1.44e+12,1.47e+12,1.363106312,35159317,10067486
"2550","Spain",2008,"leftist","leftist","yes","yes","Western Europe and North America",0.682674711,45966538," Euro ",34376,38494175289,6456955161,1.69e+11,4.16e+11,4.62e+11,4.93e+11,2.58e+11,1.22e+11,2.64e+11,1.58e+12,1.63e+12,1.367620485,35833174,10120932
"2551","Spain",2009,"leftist","leftist","yes","yes","Western Europe and North America",0.71984336,46367772," Euro ",31424,33653154774,-80573085,1.49e+11,3.43e+11,3.46e+11,3.56e+11,2.2e+11,1.15e+11,2.45e+11,1.46e+12,1.49e+12,1.358353837,36260460,10102486
"2552","Spain",2010,"leftist","leftist","yes","yes","Western Europe and North America",0.755044952,46572772," Euro ",30061,34539665395,4585157468,1.16e+11,3.69e+11,3.17e+11,3.83e+11,2.13e+11,1.1e+11,2.34e+11,1.4e+12,1.42e+12,1.387378124,36535850,10041047
"2553","Spain",2011,"rightist","rightist","yes","yes","Western Europe and North America",0.719355254,46729232," Euro ",31087,35095316081,4934974732,1.02e+11,4.37e+11,3.04e+11,4.33e+11,2.24e+11,1.15e+11,2.49e+11,1.45e+12,1.48e+12,1.331876555,36773882,9968815
"2554","Spain",2012,"rightist","rightist","yes","yes","Western Europe and North America",0.778293601,46756082," Euro ",28108,31905697226,-4707734964,80564712194,4.17e+11,2.44e+11,3.89e+11,1.98e+11,1.03e+11,2.26e+11,1.31e+12,1.32e+12,1.4236304,36904876,9868179
"2555","Spain",2013,"rightist","rightist","yes","yes","Western Europe and North America",0.753159182,46603459," Euro ",28885,35526354382,-4832975668,71383316165,4.47e+11,2.33e+11,3.93e+11,2.03e+11,1.04e+11,2.29e+11,1.35e+12,1.36e+12,1.272360404,36891840,9728205
"2556","Spain",2014,"rightist","rightist","yes","yes","Western Europe and North America",0.753730737,46464551," Euro ",29377,34732562605,-570495509,70653878641,4.59e+11,2.45e+11,4.16e+11,2.04e+11,1.06e+11,2.29e+11,1.36e+12,1.37e+12,1.253912424,36890017,9590865
"2557","Spain",2015,"rightist","rightist","yes","yes","Western Europe and North America",0.901658962,46431342," Euro ",25746,32690852367,9475866557,62575765783,4.02e+11,2.27e+11,3.66e+11,1.77e+11,92255501846,2.02e+11,1.2e+12,1.2e+12,1.27023204,36971015,9473817
"2558","Spain",2016,"rightist","rightist","yes","yes","Western Europe and North America",0.904035128,46473315," Euro ",26591,34815018827,7489753208,65663377633,4.17e+11,2.31e+11,3.68e+11,1.81e+11,92454371977,2.13e+11,1.24e+12,1.23e+12,1.137135909,37112875,9371187
"2559","Spain",2017,"rightist","rightist","yes","yes","Western Europe and North America",0.885205508,46584170," Euro ",28201,36600540436,7269498371,70109143493,4.61e+11,2.55e+11,4.14e+11,1.93e+11,99052704915,2.29e+11,1.31e+12,1.31e+12,1.23002911,37311863,9281373
"2560","Spain",2018,"leftist","leftist","yes","yes","Western Europe and North America",0.846772667,46792043," Euro ",30427,39185251590,11767030736,76123146747,5e+11,2.91e+11,4.61e+11,2.06e+11,1.06e+11,2.47e+11,1.42e+12,1.42e+12,1.254333772,37588424,9209330
"2561","Spain",2019,"leftist","leftist","yes","yes","Western Europe and North America",0.893276257,47131372," Euro ",29636,34424960651,8265080306,79282304259,4.87e+11,2.9e+11,4.46e+11,2e+11,1.05e+11,2.43e+11,1.4e+12,1.39e+12,1.232704918,37974181,9160656
"2562","Spain",2020,"leftist","leftist","yes","yes","Western Europe and North America",0.875506397,47363807," Euro ",27027,36663352901,-2347213004,70679095222,3.93e+11,2.6e+11,3.75e+11,1.86e+11,89407684820,1.89e+11,1.28e+12,1.28e+12,1.366645517,38276186,9089469
"2563","Sri Lanka",1990,"rightist","rightist","yes","no","Asia and Pacific",40.06291667,17204094," Sri Lanka Rupee ",535,1385018681,438055832,412738934,2424112074,2153362794,3057216254,1792598112,773923099,872618716,9210223279,9389550990,2.328487433,3030928,13321530
"2564","Sri Lanka",1991,"rightist","rightist","yes","no","Asia and Pacific",41.3715,17416596," Sri Lanka Rupee ",596,1509589590,552101339,460140062,2586708241,2767870536,3496948382,1937294262,907784239,1020877978,10384299692,10574578682,3.082087849,3051236,13424118
"2565","Sri Lanka",1992,"rightist","rightist","yes","no","Asia and Pacific",43.829625,17624457," Sri Lanka Rupee ",635,1545180446,646338530,481614570,3082709469,2983822822,3981507941,2095040785,980976204,1169854185,11197240699,11386333004,3.367639901,3097437,13641847
"2566","Sri Lanka",1993,"rightist","rightist","yes","no","Asia and Pacific",48.3221675,17825611," Sri Lanka Rupee ",680,1636000087,673106680,541357144,3494421065,3323052014,4481255937,2268660873,959061454,1263172417,12114060260,12236614880,3.431785654,3147922,13877996
"2567","Sri Lanka",1994,"leftist","leftist","yes","no","Asia and Pacific",49.41514167,18011744," Sri Lanka Rupee ",761,1789457454,797497266,640671726,3962449431,3929376457,5354674520,2602038335,1107276134,1436095573,13703209842,13868489459,3.729338058,3191354,14084419
"2568","Sri Lanka",1995,"leftist","leftist","yes","yes","Asia and Pacific",51.25158917,18177572," Sri Lanka Rupee ",834,1844241253,844818175,716199946,4638587873,4327668469,5883583415,2929519580,1221778026,1610476462,15159356864,15293042422,5.861132243,3241976,14322092
"2569","Sri Lanka",1996,"leftist","leftist","yes","yes","Asia and Pacific",55.27144417,18322506," Sri Lanka Rupee ",890,1952842017,944497984,757442308,4880730078,4742253152,6093001641,3178427941,1400718907,1791322757,16308272084,16514981826,5.519783161,3302043,14602975
"2570","Sri Lanka",1997,"leftist","leftist","yes","yes","Asia and Pacific",58.994605,18449123," Sri Lanka Rupee ",960,2049334559,993987962,783230061,5523996643,5102891105,6582500213,3537144633,1574507688,1972509953,17718625993,17872670900,4.630602074,3362596,14885604
"2571","Sri Lanka",1998,"leftist","leftist","yes","yes","Asia and Pacific",64.45011833,18560798," Sri Lanka Rupee ",991,2074351614,1014540727,807095014,5732883190,5273585507,6670662694,3602044717,1635548166,2101589554,18392189228,18568153866,4.643464081,3423710,15172293
"2572","Sri Lanka",1999,"leftist","leftist","yes","yes","Asia and Pacific",70.63545,18670411," Sri Lanka Rupee ",974,2067883565,1044820989,816128900,5568068158,5283731024,6790697872,3584953490,1678491435,2043840542,18182306065,18442306336,4.03016384,3485073,15459658
"2573","Sri Lanka",2000,"leftist","leftist","yes","yes","Asia and Pacific",77.00511667,18776371," Sri Lanka Rupee ",1002,1992523867,1109028734,837314667,6393094658,5450300190,8097773590,3848766319,1722423773,2264516075,18819734044,19131796458,5.033872968,3546063,15746991
"2574","Sri Lanka",2001,"leftist","leftist","yes","yes","Asia and Pacific",89.38301333,18920275," Sri Lanka Rupee ",956,1828510368,1115535956,812723317,6167950480,4611443705,7140159816,3762580936,1746248837,2104065775,18087688161,18364211053,4.286990589,3599606,16000756
"2575","Sri Lanka",2002,"leftist","leftist","yes","yes","Asia and Pacific",95.662065,19110707," Sri Lanka Rupee ",1011,1853612444,1203162853,833829982,5970966652,4803642739,7084062005,4179783504,1786715014,2882758390,19315879935,19572831562,3.34258944,3634157,16171595
"2576","Sri Lanka",2003,"leftist","leftist","yes","yes","Asia and Pacific",96.52095083,19303180," Sri Lanka Rupee ",1111,1896152264,1237706173,906315282,6543128663,5205883759,7681544717,4715769740,2045562868,3282153206,21447213259,21609196009,2.868911827,3657912,16293609
"2577","Sri Lanka",2004,"leftist","leftist","yes","yes","Asia and Pacific",101.1944575,19490431," Sri Lanka Rupee ",1203,1967213558,1609462479,1002474205,7299935374,6515037700,9122525312,5196649131,2336105318,3644206389,23449161337,23646374864,2.997358479,3679848,16407757
"2578","Sri Lanka",2005,"leftist","leftist","yes","no","Asia and Pacific",100.4980517,19673866," Sri Lanka Rupee ",1405,2189563399,2150728403,1328052666,7892222654,8133264495,10071757444,6370549038,2814163553,4076134295,27633681031,27931971938,2.639533395,3700230,16516294
"2579","Sri Lanka",2006,"leftist","leftist","yes","no","Asia and Pacific",103.9144458,19870706," Sri Lanka Rupee ",1609,2433351836,2487761109,1657737250,8520287944,9864714430,11632232557,7351729185,3265211549,4568905959,31970663205,32365078169,2.798773599,3722049,16630362
"2580","Sri Lanka",2007,"leftist","leftist","yes","no","Asia and Pacific",110.6232333,20078655," Sri Lanka Rupee ",1827,2868771367,2875474334,1896683537,9418744766,11262980375,12775598375,8142978188,3768927835,5134342686,36677762820,37023526063,3.260608357,3744398,16748147
"2581","Sri Lanka",2008,"leftist","leftist","yes","no","Asia and Pacific",108.3337627,20285643," Sri Lanka Rupee ",2246,4134567187,3270049954,2399017468,10113919913,14067490617,15686042443,9994735404,4821665280,6286163283,45558123205,46595310335,3.243601784,3766306,16863072
"2582","Sri Lanka",2009,"leftist","leftist","yes","no","Asia and Pacific",114.9447833,20482477," Sri Lanka Rupee ",2327,4052477147,2560171456,2531350244,8972038313,13029763923,11703149643,10400880905,5134485506,5945566465,47663271272,48143074176,3.16189871,3786389,16970046
"2583","Sri Lanka",2010,"leftist","leftist","yes","no","Asia and Pacific",113.0644804,20668557," Sri Lanka Rupee ",2715,4819497669,3340138287,2975125333,11091202074,17217670769,15209064714,12138958182,6172309794,7017862700,56108620274,56725754848,2.70074784,3805423,17073666
"2584","Sri Lanka",2011,"leftist","leftist","yes","no","Asia and Pacific",110.5652079,20859743," Sri Lanka Rupee ",3099,5766434237,3345844567,4085498583,13644120328,21784185521,22256820638,14193642200,7472097381,8669526505,64641175456,65292745704,2.685318653,3825958,17183090
"2585","Sri Lanka",2012,"leftist","leftist","yes","no","Asia and Pacific",127.6033535,21017147," Sri Lanka Rupee ",3198,5097906772,6271253678,4867740408,13561297195,26727440199,21677016505,15749006157,8679662168,8848223569,67220592283,68434431855,2.155199512,3851995,17317463
"2586","Sri Lanka",2013,"leftist","leftist","yes","no","Asia and Pacific",129.0690309,21131756," Sri Lanka Rupee ",3434,5697586746,2363525919,5543196496,15101670679,24710234337,21505631366,16129926637,9495802294,9320516249,72566113903,74317788943,2.154048243,3746058,16838942
"2587","Sri Lanka",2014,"leftist","leftist","yes","no","Asia and Pacific",130.5646852,21239457," Sri Lanka Rupee ",3651,6353762494,3282778948,6232077537,16735298648,25639689587,23142023396,16224220023,10376192336,9832995789,77548366030,79356458315,2.412647012,3785336,16992664
"2588","Sri Lanka",2015,"leftist","leftist","yes","yes","Asia and Pacific",135.8569128,21336697," Sri Lanka Rupee ",3683,6596859752,4145515958,6112401518,16937415643,25133472635,23008994799,15787345346,10183141745,10047372430,78581794479,80604076558,2.417011166,3828283,17141717
"2589","Sri Lanka",2016,"leftist","leftist","yes","yes","Asia and Pacific",145.5816675,21425494," Sri Lanka Rupee ",3743,6119760924,300326276,6421048859,17447588311,22950492720,23453076605,16503728958,10439260837,9995056555,80205366521,82401055069,1.979355333,3883580,17325420
"2590","Sri Lanka",2017,"leftist","leftist","yes","yes","Asia and Pacific",152.4464139,21506813," Sri Lanka Rupee ",3958,6848268667,3670916130,6828484666,19086837956,27622801291,25402506361,16580114511,10573487618,10573072585,85113494400,87428117558,1.976928433,3942265,17501735
"2591","Sri Lanka",2018,"leftist","leftist","yes","yes","Asia and Pacific",162.4648587,21580710," Sri Lanka Rupee ",3965,7057969391,2416374858,6465570513,20265391701,26258312309,26801438993,16630919579,10712911600,10845539237,85565002229,87963065435,1.734693549,4003749,17666251
"2592","Sri Lanka",2019,"leftist","leftist","yes","yes","Asia and Pacific",178.744925,21649664," Sri Lanka Rupee ",3761,6358865851,-924787095,6275193546,19426213075,22072923184,24569905964,16587145057,10296944442,10490938411,81433153955,83902561128,1.752199281,4052088,17750912
"2593","Sri Lanka",2020,"leftist","leftist","yes","yes","Asia and Pacific",185.5925578,21715079," Sri Lanka Rupee ",3624,6955478256,-375742437,5473204379,13031454650,20362152693,18236270035,15702693227,9459916277,10191550904,78690175809,80969701481,1.739887333,4101702,17817298
"2594","Sudan",2008,"rightist","rightist","yes","no","Sub-Saharan Africa",2.090162829,32065241," Sudanese Pound ",1307,22903148503,1783483957,1648200794,2198154460,11202254460,6194322961,7574621172,4071221554,8020144636,41902063791,49508784350,4.978921778,11068678,22555302
"2595","Sudan",2009,"rightist","rightist","yes","no","Sub-Saharan Africa",2.301533333,32948155," Sudanese Pound ",1292,18944426316,1390549206,2154237465,1184343345,10747100578,6103578495,6888317449,5450451569,8058180149,42559786532,48971439614,5.453918758,11405387,23163726
"2596","Sudan",2015,"rightist","rightist","yes","no","Sub-Saharan Africa",6.025732598,38171178," Sudanese Pound ",2048,26818146778,807116798,3063317532,5458489813,10281853533,10160225168,10594748269,9013128068,14693603952,78157674506,83933528709,2.712940233,13565881,26458550
"2597","Sudan",2016,"rightist","rightist","yes","no","Sub-Saharan Africa",6.751416667,39377169," Sudanese Pound ",2133,21763053237,250317835,3390497479,4739968155,7939015268,9733957071,13046794198,8997124096,19474009196,83996228634,89671402298,2.278507216,14078288,27181604
"2598","Sudan",2017,"rightist","rightist","no","no","Sub-Saharan Africa",6.68336,40679828," Sudanese Pound ",2731,27539955689,372567092,3652739393,7928586819,13061917957,15202083982,17903126478,10130823418,25114842963,1.11e+11,1.22e+11,3.285803901,14680907,28033399
"2599","Sudan",2018,"rightist","rightist","no","no","Sub-Saharan Africa",24.3289109,41999059," Sudanese Pound ",1195,8964088071,42089841,1608251194,2925827641,7628002780,7482579090,9952082153,4341517252,7862107812,50188979809,48363447289,1.778924027,15322363,28908233
"2600","Sweden",1990,"leftist","leftist","yes","yes","Western Europe and North America",5.91879,8548406," Swedish Krona ",29880,10057896800,1684351531,14408811936,73113283458,77692749869,73057943938,56647367114,23956476756,26288162435,2.55e+11,2.62e+11,2.462220878,7112392,1446443
"2601","Sweden",1991,"rightist","rightist","yes","yes","Western Europe and North America",6.047466667,8594171," Swedish Krona ",30919,8859622046,-2544754332,14760400664,71559699268,68914981590,68543732417,54947877569,25608816818,26555034326,2.66e+11,2.74e+11,2.319884632,7170001,1447374
"2602","Sweden",1992,"rightist","rightist","yes","yes","Western Europe and North America",5.823833333,8640272," Swedish Krona ",31488,8726807258,520278797,14404467161,73802501617,65699364336,70552441405,55166250236,27360933624,27324248071,2.72e+11,2.84e+11,2.338790883,7225787,1442280
"2603","Sweden",1993,"rightist","rightist","yes","yes","Western Europe and North America",7.783426667,8683405," Swedish Krona ",23331,6157827658,-645602537,9389309250,64759394748,40639940934,59040448337,41960053584,18691124903,20037318610,2.03e+11,2.13e+11,2.263710804,7281393,1437168
"2604","Sweden",1994,"leftist","leftist","yes","yes","Western Europe and North America",7.71597,8723460," Swedish Krona ",25388,6642845942,2243528681,9251850383,76951698879,46763660305,69267635825,48247984375,19806194166,22415069006,2.21e+11,2.29e+11,2.131466213,7346937,1433808
"2605","Sweden",1995,"leftist","leftist","yes","yes","Western Europe and North America",7.133268333,8758496," Swedish Krona ",29666,7722827381,3006616182,10356823345,99235156582,55724246085,84138710610,61604439854,23884983999,26609962100,2.6e+11,2.67e+11,1.753405038,7399093,1427846
"2606","Sweden",1996,"leftist","leftist","yes","yes","Western Europe and North America",6.705955833,8785494," Swedish Krona ",32325,7450988530,1037734243,11156500559,1.05e+11,60122972775,89010577289,65342661194,26702531966,29119935301,2.84e+11,2.92e+11,1.484602876,7418835,1422163
"2607","Sweden",1997,"leftist","leftist","yes","yes","Western Europe and North America",7.634894167,8807869," Swedish Krona ",29650,6623405498,1208268222,9726264488,1.05e+11,54899778681,88157738052,60832015462,25534604114,26451578187,2.61e+11,2.68e+11,1.908975899,7425561,1420501
"2608","Sweden",1998,"leftist","leftist","yes","yes","Western Europe and North America",7.949868167,8828633," Swedish Krona ",30019,6259349081,1911100874,9936391188,1.08e+11,58477950861,92940409138,61545171535,26973906423,26961704962,2.65e+11,2.71e+11,1.872623788,7432163,1418811
"2609","Sweden",1999,"leftist","leftist","yes","yes","Western Europe and North America",8.262428333,8848876," Swedish Krona ",30923,5838235208,624271678,10197607362,1.1e+11,59678823235,95340978248,61128518109,27943237833,27130643796,2.74e+11,2.74e+11,1.865949445,7440437,1417437
"2610","Sweden",2000,"leftist","leftist","yes","yes","Western Europe and North America",9.162244167,8871043," Swedish Krona ",29646,5106500018,1623947117,9728730034,1.14e+11,60215378456,1e+11,59588676100,27120757260,26089350562,2.63e+11,2.63e+11,1.823067407,7454878,1417231
"2611","Sweden",2001,"leftist","leftist","yes","yes","Western Europe and North America",10.32913583,8896748," Swedish Krona ",27266,4714431177,617863886,9642432979,1.04e+11,55656737338,91304249960,53415213906,25929274658,24075102120,2.43e+11,2.42e+11,1.777298254,7478923,1417037
"2612","Sweden",2002,"leftist","leftist","yes","yes","Western Europe and North America",9.737123333,8926012," Swedish Krona ",29981,5069258991,148709218,10963402264,1.1e+11,59078639585,95989541059,57389434320,28103988276,26932492382,2.68e+11,2.67e+11,1.64115454,7508835,1416123
"2613","Sweden",2003,"leftist","leftist","yes","yes","Western Europe and North America",8.086304167,8961506," Swedish Krona ",37937,6214087297,885695103,13897449030,1.35e+11,73372951075,1.17e+11,70355256032,35279405043,34021104615,3.4e+11,3.34e+11,1.596789969,7542470,1415759
"2614","Sweden",2004,"leftist","leftist","yes","yes","Western Europe and North America",7.348886667,9004263," Swedish Krona ",43012,7039025412,-229830732,16929094929,1.64e+11,84161591824,1.38e+11,79616957852,42620197345,39929585706,3.87e+11,3.85e+11,1.44128336,7577769,1415762
"2615","Sweden",2005,"leftist","leftist","yes","yes","Western Europe and North America",7.473088333,9051738," Swedish Krona ",43921,4917511792,-625444233,17102166373,1.77e+11,87382347280,1.52e+11,80562141533,43479882146,41362952800,3.98e+11,3.92e+11,1.406987515,7613645,1415927
"2616","Sweden",2006,"rightist","rightist","yes","yes","Western Europe and North America",7.378249167,9104719," Swedish Krona ",47675,5763426938,23718364,19817574156,2.01e+11,98393532612,1.72e+11,87032300685,46426190315,44643518070,4.34e+11,4.23e+11,1.318205523,7666670,1413835
"2617","Sweden",2007,"rightist","rightist","yes","yes","Western Europe and North America",6.75877,9164272," Swedish Krona ",55211,7754073596,3418965285,24477234763,2.34e+11,1.22e+11,2.04e+11,1.01e+11,53130821141,51879262055,5.06e+11,4.91e+11,1.299981508,7738188,1409904
"2618","Sweden",2008,"rightist","rightist","yes","yes","Western Europe and North America",6.591099167,9229271," Swedish Krona ",58028,8114883216,81018353,25114779161,2.54e+11,1.27e+11,2.25e+11,1.02e+11,57752127585,54819081137,5.36e+11,5.18e+11,1.163747237,7813274,1406363
"2619","Sweden",2009,"rightist","rightist","yes","yes","Western Europe and North America",7.653819167,9301413," Swedish Krona ",48033,6271640204,-6482515319,22300762049,1.9e+11,91832454451,1.66e+11,75496296348,48557849605,47875837150,4.47e+11,4.37e+11,1.159804344,7894625,1403890
"2620","Sweden",2010,"rightist","rightist","yes","yes","Western Europe and North America",7.207524167,9381729," Swedish Krona ",54284,8177981598,2228781982,24664225314,2.22e+11,1.14e+11,1.96e+11,93104786676,56094574316,53971376440,5.09e+11,4.96e+11,1.187128541,7976659,1401467
"2621","Sweden",2011,"rightist","rightist","yes","yes","Western Europe and North America",6.493543333,9467388," Swedish Krona ",61877,9590141592,5261072152,29487444708,2.6e+11,1.37e+11,2.33e+11,1.06e+11,65815684606,62308046506,5.86e+11,5.74e+11,1.101691164,8059895,1389318
"2622","Sweden",2012,"rightist","rightist","yes","yes","Western Europe and North America",6.775015833,9555987," Swedish Krona ",59139,8547729101,-864204622,29123917177,2.49e+11,1.25e+11,2.22e+11,97965379909,63203689930,59648864289,5.65e+11,5.52e+11,1.130110289,8150488,1368886
"2623","Sweden",2013,"rightist","rightist","yes","yes","Western Europe and North America",6.513971667,9648932," Swedish Krona ",62185,8606270163,325300770,30611892437,2.5e+11,1.32e+11,2.25e+11,98894350937,67584266946,64056925844,6e+11,5.87e+11,1.112520539,8250182,1350197
"2624","Sweden",2014,"leftist","leftist","yes","yes","Western Europe and North America",6.860785,9747508," Swedish Krona ",60964,8399476153,1477527717,31147747670,2.52e+11,1.37e+11,2.31e+11,95639638904,67781310739,65054217557,5.94e+11,5.82e+11,1.126447318,8362604,1333506
"2625","Sweden",2015,"leftist","leftist","yes","yes","Western Europe and North America",8.434840833,9849349," Swedish Krona ",51692,7321774201,3284827841,27892523955,2.21e+11,1.23e+11,2.02e+11,84028734389,59614995699,56333487423,5.09e+11,5.05e+11,1.066502053,8481489,1317697
