"","Country","Year","hog_ideology","leader_ideology","match_hog_leader","democracy","region","AMA.exchange.rate","IMF.based.exchange.rate","Population","Currency","Per.capita.GNI","X.Agriculture..hunting..forestry..fishing..ISIC.A.B..","Changes.in.inventories","Construction..ISIC.F.","Exports.of.goods.and.services","Final.consumption.expenditure","General.government.final.consumption.expenditure","Gross.capital.formation","Gross.fixed.capital.formation..including.Acquisitions.less.disposals.of.valuables.","Household.consumption.expenditure..including.Non.profit.institutions.serving.households.","Imports.of.goods.and.services","Manufacturing..ISIC.D.","X.Mining..Manufacturing..Utilities..ISIC.C.E..","Other.Activities..ISIC.J.P.","Total.Value.Added","X.Transport..storage.and.communication..ISIC.I..","X.Wholesale..retail.trade..restaurants.and.hotels..ISIC.G.H..","Gross.National.Income.GNI..in.USD","Gross.Domestic.Product..GDP.","Military expenditure (% of GDP)"
"3139","Mexico",1992,"rightist","rightist","yes","no","Latin America and Caribbean",3.094898333,3.094898333,84993164," Mexican Peso ",4759,24348447124,14525812857,28933707622,55409650505,3.37e+11,36634950098,99512806183,84986993326,3.01e+11,73843146167,87147026349,1.27e+11,1.32e+11,4.31e+11,32590621716,86123037210,4.04e+11,4.15e+11,0.469454656
"3140","Mexico",1993,"rightist","rightist","yes","no","Latin America and Caribbean",3.115616667,3.115616667,86648447," Mexican Peso ",5164,25539905744,10871680834,34323902598,61496557664,3.99e+11,45640764001,1.15e+11,1.04e+11,3.53e+11,77847084526,91374178039,1.29e+11,1.64e+11,4.79e+11,35516345507,91065393903,4.47e+11,5.01e+11,0.442785494
"3141","Mexico",1994,"rightist","rightist","yes","no","Latin America and Caribbean",3.375116667,3.375116667,88314424," Mexican Peso ",5281,24368280899,17154696183,41205261843,70636149368,4.18e+11,49966913638,1.32e+11,1.14e+11,3.68e+11,91454347060,92163515434,1.29e+11,1.75e+11,5.03e+11,37519407033,95481670955,4.66e+11,5.28e+11,0.518830327
"3142","Mexico",1995,"rightist","rightist","yes","no","Latin America and Caribbean",6.419425,6.419425,89969572," Mexican Peso ",3467,15932742886,16605937759,20688905782,86954606059,2.73e+11,30790376397,75492340046,58886402287,2.42e+11,79834649365,69374149087,97351076148,1.18e+11,3.45e+11,25642034139,68006676922,3.12e+11,3.6e+11,0.450891531
"3143","Mexico",1996,"rightist","rightist","yes","yes","Latin America and Caribbean",7.599448417,7.599448417,91586555," Mexican Peso ",3974,20008084753,12979763345,25556413749,1.07e+11,3.12e+11,33369831085,88655591309,75675827964,2.79e+11,1e+11,83434712263,1.14e+11,1.24e+11,3.95e+11,29909256901,80668800601,3.64e+11,4.11e+11,0.476484778
"3144","Mexico",1997,"rightist","rightist","yes","yes","Latin America and Caribbean",7.91846,7.91846,93183094," Mexican Peso ",4761,22269947439,13762855277,31501108044,1.22e+11,3.82e+11,41342381347,1.13e+11,99315818732,3.4e+11,1.22e+11,1.02e+11,1.4e+11,1.47e+11,4.78e+11,37275193030,99303388159,4.44e+11,5e+11,0.458095854
"3145","Mexico",1998,"rightist","rightist","yes","yes","Latin America and Caribbean",9.13604175,9.13604175,94767284," Mexican Peso ",4916,21895555370,13714234833,35852364182,1.29e+11,4.03e+11,44979548720,1.25e+11,1.11e+11,3.59e+11,1.39e+11,1.07e+11,1.43e+11,1.58e+11,5e+11,40739156977,1.01e+11,4.66e+11,5.27e+11,0.450450487
"3146","Mexico",1999,"rightist","rightist","yes","yes","Latin America and Caribbean",9.5603975,9.5603975,96334810," Mexican Peso ",5552,22094978164,8775669631,41713658559,1.48e+11,4.67e+11,55092461898,1.36e+11,1.27e+11,4.12e+11,1.56e+11,1.17e+11,1.64e+11,1.8e+11,5.69e+11,47613626107,1.13e+11,5.35e+11,6e+11,0.460988776
"3147","Mexico",2000,"rightist","rightist","yes","yes","Latin America and Caribbean",9.455558333,9.455558333,97873442," Mexican Peso ",6615,23524455792,10401260141,51012686824,1.8e+11,5.58e+11,67359176322,1.63e+11,1.52e+11,4.91e+11,1.91e+11,1.35e+11,1.92e+11,2.13e+11,6.75e+11,57192365161,1.38e+11,6.47e+11,7.08e+11,0.44604782
"3148","Mexico",2001,"rightist","rightist","yes","yes","Latin America and Caribbean",9.342341667,9.342341667,99394288," Mexican Peso ",6994,25752608456,6820255593,53164381985,1.72e+11,6.07e+11,74770769784,1.58e+11,1.51e+11,5.32e+11,1.85e+11,1.38e+11,1.99e+11,2.39e+11,7.19e+11,62052917960,1.4e+11,6.95e+11,7.57e+11,0.442657004
"3149","Mexico",2002,"rightist","rightist","yes","yes","Latin America and Caribbean",9.655958333,9.655958333,100917081," Mexican Peso ",7208,25311932546,11090206928,53782798566,1.74e+11,6.29e+11,80127356425,1.6e+11,1.49e+11,5.49e+11,1.86e+11,1.34e+11,2e+11,2.51e+11,7.32e+11,61945640852,1.4e+11,7.27e+11,7.72e+11,0.421606002
"3150","Mexico",2003,"rightist","rightist","yes","yes","Latin America and Caribbean",10.78901917,10.78901917,102429341," Mexican Peso ",6994,24706125449,9612432085,53489251811,1.78e+11,5.93e+11,80473297673,1.54e+11,1.44e+11,5.12e+11,1.88e+11,1.22e+11,1.75e+11,2.48e+11,6.93e+11,58104097353,1.34e+11,7.16e+11,7.29e+11,0.405916547
"3151","Mexico",2004,"rightist","rightist","yes","yes","Latin America and Caribbean",11.28596667,11.28596667,103945813," Mexican Peso ",7413,26120580514,12837377983,60035897767,2.02e+11,6.16e+11,82036081121,1.73e+11,1.6e+11,5.34e+11,2.16e+11,1.31e+11,1.97e+11,2.56e+11,7.48e+11,62804096710,1.45e+11,7.71e+11,7.82e+11,0.364898723
"3152","Mexico",2005,"rightist","rightist","yes","yes","Latin America and Caribbean",10.89789167,10.89789167,105442402," Mexican Peso ",8148,26966656578,8251096978,67192427526,2.3e+11,6.95e+11,92325544681,1.9e+11,1.82e+11,6.02e+11,2.43e+11,1.39e+11,2.21e+11,2.9e+11,8.41e+11,72479726277,1.64e+11,8.59e+11,8.77e+11,0.355958932
"3153","Mexico",2006,"rightist","rightist","yes","yes","Latin America and Caribbean",10.89924167,10.89924167,106886790," Mexican Peso ",8985,30001094939,12480800606,77679648722,2.67e+11,7.57e+11,1.01e+11,2.23e+11,2.1e+11,6.56e+11,2.81e+11,1.64e+11,2.56e+11,3.15e+11,9.39e+11,81325092984,1.78e+11,9.6e+11,9.75e+11,0.311171937
"3154","Mexico",2007,"rightist","rightist","yes","yes","Latin America and Caribbean",10.92819167,10.92819167,108302973," Mexican Peso ",9556,33493817931,12389243814,84193048957,2.9e+11,8.17e+11,1.1e+11,2.43e+11,2.31e+11,7.07e+11,3.08e+11,1.69e+11,2.73e+11,3.41e+11,1.01e+12,89405269307,1.92e+11,1.03e+12,1.05e+12,0.401163918
"3155","Mexico",2008,"rightist","rightist","yes","yes","Latin America and Caribbean",11.12971667,11.12971667,109684489," Mexican Peso ",9977,35079805596,10461105659,92202366847,3.07e+11,8.62e+11,1.19e+11,2.68e+11,2.57e+11,7.43e+11,3.34e+11,1.77e+11,2.94e+11,3.64e+11,1.08e+12,92196582962,2.04e+11,1.09e+12,1.11e+12,0.390513227
"3156","Mexico",2009,"rightist","rightist","yes","yes","Latin America and Caribbean",13.513475,13.513475,111049428," Mexican Peso ",7969,29174971279,6862340442,73048286174,2.44e+11,7e+11,1.07e+11,2.06e+11,1.99e+11,5.92e+11,2.59e+11,1.37e+11,2.14e+11,3.13e+11,8.63e+11,76736049906,1.57e+11,8.85e+11,9e+11,0.501556275
"3157","Mexico",2010,"rightist","rightist","yes","yes","Latin America and Caribbean",12.63600833,12.63600833,112532401," Mexican Peso ",9288,34052235298,12803559457,81143871621,3.14e+11,8.16e+11,1.25e+11,2.41e+11,2.28e+11,6.91e+11,3.29e+11,1.66e+11,2.61e+11,3.55e+11,1.01e+12,91582085139,1.92e+11,1.05e+12,1.06e+12,0.433229899
"3158","Mexico",2011,"rightist","rightist","yes","yes","Latin America and Caribbean",12.423325,12.423325,114150481," Mexican Peso ",10177,36458894137,11890975484,91500246271,3.66e+11,9.04e+11,1.39e+11,2.75e+11,2.63e+11,7.65e+11,3.83e+11,1.82e+11,3.05e+11,3.86e+11,1.14e+12,98211238698,2.23e+11,1.16e+12,1.18e+12,0.447386994
"3159","Mexico",2012,"rightist","rightist","yes","yes","Latin America and Caribbean",13.16945833,13.16945833,115755909," Mexican Peso ",10176,38121815590,12564858388,92616747411,3.88e+11,9.21e+11,1.43e+11,2.87e+11,2.74e+11,7.77e+11,4.02e+11,1.97e+11,3.13e+11,3.9e+11,1.16e+12,99744342763,2.31e+11,1.18e+12,1.2e+12,0.455502058
"3160","Mexico",2013,"rightist","rightist","yes","yes","Latin America and Caribbean",12.77199167,12.77199167,117290686," Mexican Peso ",10550,40002037845,15814805182,92827811115,3.99e+11,1e+12,1.55e+11,2.87e+11,2.71e+11,8.47e+11,4.14e+11,2.03e+11,3.13e+11,4.25e+11,1.22e+12,1.08e+11,2.46e+11,1.24e+12,1.27e+12,0.48764287
"3161","Mexico",2014,"rightist","rightist","yes","yes","Latin America and Caribbean",13.29245,13.29245,118755887," Mexican Peso ",10804,41198129991,11491534894,94374451361,4.19e+11,1.03e+12,1.6e+11,2.88e+11,2.76e+11,8.66e+11,4.35e+11,2.1e+11,3.2e+11,4.3e+11,1.25e+12,1.1e+11,2.52e+11,1.28e+12,1.32e+12,0.495321042
"3162","Mexico",2015,"rightist","rightist","yes","yes","Latin America and Caribbean",15.84826667,15.84826667,120149897," Mexican Peso ",9502,37405198087,10340048565,84206799839,4.05e+11,9.11e+11,1.44e+11,2.73e+11,2.63e+11,7.67e+11,4.28e+11,2.02e+11,2.67e+11,3.8e+11,1.1e+12,97033381274,2.38e+11,1.14e+12,1.17e+12,0.450742819
"3163","Mexico",2016,"rightist","rightist","yes","yes","Latin America and Caribbean",18.66405833,18.66405833,121519221," Mexican Peso ",8637,36091386502,8833447638,77775808566,3.99e+11,8.36e+11,1.3e+11,2.55e+11,2.46e+11,7.07e+11,4.21e+11,1.86e+11,2.42e+11,3.43e+11,1.01e+12,85991389618,2.27e+11,1.05e+12,1.08e+12,0.480046272
"3164","Mexico",2017,"rightist","rightist","yes","yes","Latin America and Caribbean",18.92651667,18.92651667,122839258," Mexican Peso ",9189,39183671463,9419675218,86082426613,4.36e+11,8.9e+11,1.35e+11,2.65e+11,2.56e+11,7.56e+11,4.57e+11,2.02e+11,3.11e+11,3.27e+11,1.09e+12,88629562140,2.43e+11,1.13e+12,1.16e+12,0.424849159
"3165","Mexico",2018,"leftist","leftist","yes","yes","Latin America and Caribbean",19.24434167,19.24434167,124013861," Mexican Peso ",9590,41363763894,8505921732,91728421921,4.8e+11,9.33e+11,1.41e+11,2.78e+11,2.69e+11,7.92e+11,5.05e+11,2.14e+11,3.3e+11,3.4e+11,1.15e+12,94991914437,2.57e+11,1.19e+12,1.22e+12,0.464611537
"3166","Mexico",2019,"leftist","leftist","yes","yes","Latin America and Caribbean",19.26363333,19.26363333,125085311," Mexican Peso ",9942,43034964259,7007015949,89589647453,4.93e+11,9.68e+11,1.45e+11,2.69e+11,2.62e+11,8.24e+11,4.96e+11,2.19e+11,3.44e+11,3.55e+11,1.19e+12,98513586412,2.65e+11,1.24e+12,1.27e+12,0.508905926
"3167","Mexico",2020,"leftist","leftist","yes","yes","Latin America and Caribbean",21.48560833,21.48560833,125998302," Mexican Peso ",8419,41391091106,-1360368184,69643051748,4.31e+11,8.24e+11,1.36e+11,2.05e+11,2.06e+11,6.88e+11,4.08e+11,1.89e+11,2.95e+11,3.22e+11,1.02e+12,75879276198,2.18e+11,1.06e+12,1.09e+12,0.717897861
"3199","Mongolia",1990,"leftist","leftist","no","no","Eastern Europe and Central Asia",10.76185028,4.31,2161433," Tugrik ",723,162368131,-88121687,183312182,234638355,1528571125,369264787,591337683,679459370,1159306338,527497333,342905222,566376228,255014693,1713928402,159468119,387389049,1562630434,1749191976,4.281385375
"3200","Mongolia",1991,"leftist","leftist","no","yes","Eastern Europe and Central Asia",20.6008265,8.011666667,2200077," Tugrik ",715,147726769,156995785,145452774,640165933,1450933399,294063141,580754195,423758411,1156870258,995060703,274446905,453974146,320829583,1543488990,88562837,386942882,1574091972,1651136154,3.231535125
"3201","Mongolia",1992,"leftist","leftist","no","yes","Eastern Europe and Central Asia",55.51921241,35.83333333,2236494," Tugrik ",666,317383392,236058678,69700656,315688653,1139662429,204205516,443457999,207399321,935456913,403998374,298607994,493590022,276934546,1471965747,71793721,242563410,1489166348,1532444200,1.9094372
"3202","Mongolia",1993,"leftist","leftist","no","yes","Eastern Europe and Central Asia",196.8301797,295.0105258,2270311," Tugrik ",626,311348733,-52733443,49832161,740677398,1272893500,285877231,416615260,469348703,987016270,895018463,255054178,421365950,204835826,1430545776,91823758,351339349,1421380150,1519057333,1.712362705
"3203","Mongolia",1994,"leftist","leftist","no","yes","Eastern Europe and Central Asia",321.5529594,412.7214167,2301510," Tugrik ",666,353247134,-31229866,69157551,572365423,1305140649,381140763,387372167,418602033,923999886,712044832,278890862,460829171,236016587,1511831977,123018663,269562870,1531680668,1584610498,1.654355581
"3204","Mongolia",1995,"leftist","leftist","no","yes","Eastern Europe and Central Asia",448.6126333,448.6126333,2330334," Tugrik ",733,459673658,6999036,69568098,582528810,1345629590,184440085,448273739,441274703,1161189506,636053322,315707714,533544678,239469503,1644448675,98447754,243744985,1707476585,1720998478,1.620505926
"3205","Mongolia",1996,"rightist","leftist","no","yes","Eastern Europe and Central Asia",548.4033333,548.4033333,2357033," Tugrik ",691,520699829,-31900796,112344525,473025783,1364098768,188413152,406359949,438260744,1175685616,602018831,134360720,327954836,243631722,1560451707,111067116,244753681,1628137990,1642310022,1.776947369
"3206","Mongolia",1997,"rightist","leftist","no","yes","Eastern Europe and Central Asia",789.9925,789.9925,2381771," Tugrik ",611,388804925,-26217036,81405860,615406664,1113635869,159892342,340725670,366942706,953743526,588974625,131922280,369179076,197905078,1383953857,105264527,241394392,1455298649,1468179932,1.638734822
"3207","Mongolia",1998,"rightist","leftist","no","yes","Eastern Europe and Central Asia",840.8283333,840.8283333,2405148," Tugrik ",564,356486579,-32000972,80067677,532309481,1180494161,193822442,394806001,426806973,986671719,705164121,100632594,255564659,216713049,1269337302,112891295,247614043,1357629334,1354162067,1.906537546
"3208","Mongolia",1999,"rightist","leftist","no","yes","Eastern Europe and Central Asia",1021.8675,1021.8675,2428488," Tugrik ",519,326018838,-67779782,75040291,524797542,1094746640,173342590,386169376,453949159,921404050,691824154,93470678,235896308,219057962,1168609719,102152302,210444018,1259292416,1261411054,1.835012306
"3209","Mongolia",2000,"leftist","leftist","no","yes","Eastern Europe and Central Asia",1076.666667,1076.666667,2450979," Tugrik ",536,296701150,25885353,59055774,607426915,1203139165,188813482,394542977,368657624,1014325683,813407693,93788278,256817760,257812565,1191752648,123557483,197807916,1314462140,1318230619,2.022480608
"3210","Mongolia",2001,"leftist","leftist","no","yes","Eastern Europe and Central Asia",1097.6975,1097.6975,2472601," Tugrik ",587,275789724,27291482,65002451,631319332,1368876565,216219124,381841915,354550434,1152657440,875267807,128113721,283582913,314341141,1308366514,155034053,214616232,1452522641,1470240370,1.781658408
"3211","Mongolia",2002,"leftist","leftist","no","yes","Eastern Europe and Central Asia",1110.31,1110.31,2494617," Tugrik ",648,246268783,22990822,88197248,700968431,1522835235,230929991,411663829,388673007,1291905244,997722828,107636363,302688551,365511988,1452565301,190522515,259376217,1615871008,1619300885,1.795567211
"3212","Mongolia",2003,"leftist","leftist","no","yes","Eastern Europe and Central Asia",1146.5425,1146.5425,2516454," Tugrik ",728,271067986,19262147,137289991,826377922,1574979786,241955766,615681563,596419417,1333024020,1142341051,126348043,371770271,408811536,1672218874,202359060,280920031,1832199433,1849734484,1.509694317
"3213","Mongolia",2004,"rightist","leftist","no","yes","Eastern Europe and Central Asia",1185.2975,1185.2975,2537949," Tugrik ",932,376749504,39479754,135581968,1198164696,1846889872,297540001,743071727,703591973,1549349871,1480895953,134532277,559579340,465403417,2083818144,240166351,306337564,2365627007,2309762218,1.382730063
"3214","Mongolia",2005,"rightist","leftist","no","yes","Eastern Europe and Central Asia",1205.246667,1205.246667,2559255," Tugrik ",1132,476074345,231261398,157782240,1467421582,1986331334,322214029,1132857441,901596043,1664117305,1691682650,179108127,839779794,543367422,2668659395,306891344,344764251,2897344454,2925959124,1.017285885
"3215","Mongolia",2006,"leftist","leftist","no","yes","Eastern Europe and Central Asia",1179.699167,1179.699167,2581242," Tugrik ",1531,577594336,11917511,172934797,2008061716,2351804056,407364533,1465548052,1453630541,1944439523,1924411606,230101673,1396522625,700103079,3616860272,346795229,422910206,3950695984,3958584962,0.961656696
"3216","Mongolia",2007,"leftist","leftist","no","yes","Eastern Europe and Central Asia",1170.400833,1170.400833,2605643," Tugrik ",1861,749789044,69346180,214146316,2498097901,3049146770,576532386,1960812136,1891465956,2472614384,2600457643,328583298,1697155148,894388030,4492412278,440940656,495993084,4848388253,4910467662,1.053272166
"3217","Mongolia",2008,"leftist","leftist","no","yes","Eastern Europe and Central Asia",1165.804167,1165.804167,2633887," Tugrik ",2425,1031127762,329069310,244911639,3005517557,4653842539,928191583,2930538646,2601469336,3725650956,3981188776,455427208,1832451475,1521542872,5945993392,576677880,739281764,6386414119,6520097350,0.823306745
"3218","Mongolia",2009,"leftist","leftist","no","yes","Eastern Europe and Central Asia",1437.795,1437.795,2666713," Tugrik ",1928,785804189,193025820,141094037,2280408144,3885766736,729337348,1884666104,1691640283,3156429388,2779387669,366857757,1486678538,1370883737,4905531989,559422728,561648759,5142005703,5314958099,0.629698225
"3219","Mongolia",2010,"leftist","leftist","no","yes","Eastern Europe and Central Asia",1357.064167,1357.064167,2702520," Tugrik ",2446,843510490,448058401,184391207,3355979851,4882026851,912211840,3025833340,2577774939,3969815011,4074354136,489892281,2202103241,1613532222,6453806839,687953756,922313212,6609613768,7189483180,0.762997246
"3220","Mongolia",2011,"leftist","leftist","no","yes","Eastern Europe and Central Asia",1265.515833,1265.515833,2743938," Tugrik ",3481,1072974959,797399743,318311537,5470717803,6635355780,1275748558,6053373493,5255973750,5359607222,7749646225,735966699,2943468183,2268653978,9100952905,863803456,1633772510,9551994279,10409826296,0.837270237
"3221","Mongolia",2012,"rightist","leftist","no","yes","Eastern Europe and Central Asia",1357.58,1357.58,2792349," Tugrik ",4062,1383923135,1116667158,616897325,5356222101,8180305396,1662819134,6871491919,5754824762,6517486262,8115249193,919773641,3165784035,3041112796,10926796211,938426096,1780654024,11343419909,12292756228,0.924305618
"3222","Mongolia",2013,"rightist","leftist","no","yes","Eastern Europe and Central Asia",1523.9275,1523.9275,2845153," Tugrik ",4173,1687773795,1712684101,642871134,4893218345,8713840980,1693190785,6703206025,4990521924,7020650195,7728189169,1097370446,3195543423,3178515579,11152564673,825212354,1622628111,11871496511,12582094621,0.82231149
"3223","Mongolia",2014,"rightist","leftist","no","yes","Eastern Europe and Central Asia",1817.938708,1817.938708,2902823," Tugrik ",3870,1631166379,754759714,544001124,6388224172,8515652881,1591527804,4300711550,3545951836,6924125078,6978068040,1073157027,3307060393,3213952249,11084917169,880821170,1507930981,11232556910,12226539816,0.859725258
"3224","Mongolia",2015,"rightist","leftist","no","yes","Eastern Europe and Central Asia",1970.309167,1970.309167,2964749," Tugrik ",3593,1635988287,723995267,466077423,5134139181,8920790765,1728084160,2848482868,2124487601,7192706605,5283520221,815194243,3196033702,3048027296,10662842957,852296991,1464419258,10652455623,11619892593,0.875507832
"3225","Mongolia",2016,"leftist","leftist","no","yes","Eastern Europe and Central Asia",2140.290864,2140.290864,3029555," Tugrik ",3387,1411963482,442533914,421850896,5688198400,8574020597,1784017520,2530273676,2087739761,6790003077,5611142023,745517181,3287905620,2950358753,10251227675,831662448,1347486476,10260106001,11181350649,0.863910995
"3226","Mongolia",2017,"leftist","no information","no","yes","Eastern Europe and Central Asia",2439.777237,2439.777237,3096030," Tugrik ",3189,1278648775,580000139,371176159,6792836260,8058784519,1599151914,3146470281,2566470142,6459632606,6517243489,791976215,3924774642,2828332033,10439757314,747628656,1289197049,9872124665,11480847571,0.762153817
"3227","Mongolia",2018,"leftist","no information","no","yes","Eastern Europe and Central Asia",2472.484051,2472.484051,3163991," Tugrik ",3775,1505993260,1650382630,398674464,7665010102,9310110589,1672693562,5189260586,3538877957,7637417028,8986286558,929479631,4605795343,3001818275,11755042911,853573614,1389187956,11943636997,13178094720,0.668952463
"3228","Mongolia",2019,"leftist","no information","no","yes","Eastern Europe and Central Asia",2663.541398,2663.541398,3232430," Tugrik ",3909,1642025366,1079661601,498931983,8412612745,9997043694,1862164548,5056305303,3976643702,8134879145,9259602726,1004326442,4912653421,3244115559,12699305812,883389802,1518189682,12634360587,14206359016,0.661538119
"3229","Mongolia",2020,"leftist","no information","no","yes","Eastern Europe and Central Asia",2813.289835,2813.289835,3294335," Tugrik ",3659,1726115416,-160538931,486093821,7676311651,10155385065,2104814769,2979924200,3140463131,8050570296,7345876551,1032576764,4446321978,3298060390,12049018075,756536152,1335890319,12053017478,13312981427,0.709909469
"3277","Mozambique",1991,"leftist","leftist","yes","","Sub-Saharan Africa",1.4344675,1.4344675,13561175," Metical ",260,1251266838,569157563,46901682,293297716,3822155874,505193922,946097227,376939664,3316961951,1428062450,527259030,549478938,668564565,3570338584,485471923,568654637,3527945740,3633488368,2.612032085
"3278","Mozambique",1992,"leftist","leftist","yes","","Sub-Saharan Africa",2.516554167,2.516554167,13816881," Metical ",181,795330451,420986265,49172762,243180148,2894090229,451742998,757559408,336573142,2442347231,1254828492,396703983,422241237,481285511,2584406242,442742056,393634225,2504057840,2640001293,2.968445425
"3279","Mozambique",1993,"leftist","leftist","yes","","Sub-Saharan Africa",3.874236667,3.874236667,14206254," Metical ",183,912733378,421619639,45308069,225293613,2941683174,530191003,780078398,358458759,2411492171,1217530432,303662311,323440303,614767775,2669422022,434714909,338457587,2598152558,2729524753,2.87088387
"3280","Mozambique",1994,"leftist","leftist","yes","no","Sub-Saharan Africa",6.038588333,6.038588333,14912873," Metical ",179,853571631,267820866,74339270,295334989,3106271494,732047675,685856386,418035520,2374223819,1290907482,345651272,356940341,574331328,2749132263,419311436,470638258,2663987826,2796555386,3.303501712
"3281","Mozambique",1995,"leftist","leftist","yes","no","Sub-Saharan Africa",9.024333333,9.024333333,15594830," Metical ",179,917800645,461974164,84617597,331987672,3037457144,380217311,986215870,524241706,2657239834,1455748559,304745656,318219228,573939286,2845204342,420242546,530385041,2791049714,2899912127,1.460482346
"3282","Mozambique",1996,"leftist","leftist","yes","no","Sub-Saharan Africa",11.29375,11.29375,16079553," Metical ",237,1193182999,273361426,114992308,454593050,3990260195,444234579,829432454,556071028,3546025615,1417502932,450823128,465326512,613702484,3525389102,430135697,708049102,3807318244,3856782767,1.111681671
"3283","Mozambique",1997,"leftist","leftist","yes","no","Sub-Saharan Africa",11.54358333,11.54358333,16521724," Metical ",276,1406938448,332185651,138271396,497263187,4584537630,597405259,997429647,665243996,3987132371,1430391568,594355806,623267947,700300883,4296362324,575983249,851600400,4559972958,4648838896,1.102741392
"3284","Mozambique",1998,"leftist","leftist","yes","no","Sub-Saharan Africa",11.87458333,11.87458333,16923195," Metical ",285,1432995398,588279251,196955866,523123255,4943396734,770252258,1260861855,672582604,4173144475,1463496935,765563696,830897929,800543342,4891942848,690537578,940012735,4826082842,5263884908,1.139211666
"3285","Mozambique",1999,"leftist","leftist","yes","no","Sub-Saharan Africa",12.77511167,12.77511167,17337893," Metical ",311,1370780643,1646864650,188947645,529425031,5113393174,950255737,2415974254,769109604,4163137437,2082389870,798400655,881782464,907917964,5030069059,720533559,960106785,5384438436,5976402589,1.245869391
"3286","Mozambique",2000,"leftist","leftist","yes","no","Sub-Saharan Africa",15.22725,15.22725,17768505," Metical ",278,1080111688,999104558,200549088,633307912,4867105155,843053261,2130541730,1131437173,4024051893,1974499717,721955323,812089768,935122230,4691109133,769155570,894080788,4941694036,5656455081,1.284457907
"3287","Mozambique",2001,"leftist","leftist","yes","no","Sub-Saharan Africa",20.70364083,20.70364083,18220716," Metical ",258,985155293,960259089,181799198,995642816,4379108909,938987192,1650510985,690251896,3440121717,1626704813,781283311,873936993,865080476,4633495473,800423845,927099668,4707973256,5398557897,1.242171239
"3288","Mozambique",2002,"leftist","leftist","yes","no","Sub-Saharan Africa",23.67795667,23.67795667,18694946," Metical ",254,1294356606,998986073,88276188,1208620623,5205296030,883461439,2066504365,1067518292,4321834591,2803407387,698583859,848524368,1589870221,5066603473,689992875,555583213,4748390492,5677013631,1.273635642
"3289","Mozambique",2003,"leftist","leftist","yes","no","Sub-Saharan Africa",23.7822675,23.7822675,19186754," Metical ",309,1431226849,1002412942,96577221,1413876629,5843427612,1014451047,1884027554,881614612,4828976565,2837932037,890953690,1064479280,1671732043,5569819625,723870777,581933456,5922852224,6303399758,1.280942211
"3290","Mozambique",2004,"leftist","leftist","yes","no","Sub-Saharan Africa",22.5813425,22.5813425,19694411," Metical ",361,1708160967,1031061413,101955121,1960968176,7015312446,1340539965,1932363701,901302288,5674772481,3277538150,1136233243,1378639363,1986097701,6749989514,906594049,668542313,7113162280,7631106173,1.362421115
"3291","Mozambique",2005,"leftist","leftist","yes","no","Sub-Saharan Africa",23.060965,23.060965,20211114," Metical ",405,1944812824,880218019,117314900,2314507209,7849890020,1459534880,1923280216,1043062196,6390355140,3545594369,1149426212,1436695180,2111474620,7581983659,1033255185,938430950,8195353887,8542083076,0.946231881
"3292","Mozambique",2006,"leftist","leftist","yes","no","Sub-Saharan Africa",25.40077917,25.40077917,20735982," Metical ",415,2193508148,919298301,123205149,2494915676,8087016522,1503424983,1981739467,1062441166,6583591539,3386775070,1307582427,1653360879,2119546217,8206077138,1055391274,1061065471,8609909677,9176896596,0.809467272
"3293","Mozambique",2007,"leftist","leftist","yes","no","Sub-Saharan Africa",25.84034145,25.84034145,21280513," Metical ",468,2483755883,1043936493,137908843,2867177238,9160739349,1648878383,2143635740,1099699247,7511860966,3720725799,1431047141,1832695337,2464508943,9417000077,1195470102,1302660970,9959344687,10450826528,0.668953898
"3294","Mozambique",2008,"leftist","leftist","yes","no","Sub-Saharan Africa",24.30064247,24.30064247,21845571," Metical ",546,3316774432,818607477,195253066,3329425036,11088201177,2051071302,2635777777,1817170300,9037129875,4497230747,1479449519,1922471561,2878337313,11326463352,1479345309,1534281671,11928650330,12556173243,0.664921662
"3295","Mozambique",2009,"leftist","leftist","yes","no","Sub-Saharan Africa",27.51829996,27.51829996,22436660," Metical ",527,3273578429,580593522,219351401,3231064337,10989984319,2082311046,2183554704,1602961183,8907673273,4490131847,1249529758,1750673149,2763740892,10777564314,1419897017,1350323425,11822342290,11914471513,0.705422608
"3296","Mozambique",2010,"leftist","leftist","yes","no","Sub-Saharan Africa",33.9600988,33.9600988,23073723," Metical ",467,2981128099,546591102,213744892,3158601330,10195524823,1981727352,2436323449,1889732347,8213797470,4685800538,1108160978,1611074285,2549648542,10020559080,1318918800,1346044463,10773343153,11104649064,0.891902273
"3297","Mozambique",2011,"leftist","leftist","yes","no","Sub-Saharan Africa",29.06759993,29.06759993,23760421," Metical ",596,3703469694,1198660759,278467223,4328595653,13116765118,2761393652,4145965605,2947304845,10355371466,7209774200,1410652666,2098313224,3481716675,12898556388,1546708634,1789880938,14160878144,14381552177,0.826553225
"3298","Mozambique",2012,"leftist","leftist","yes","no","Sub-Saharan Africa",28.37298448,28.37298448,24487611," Metical ",668,4073725240,2790472716,320294251,4722765256,15463788154,3336659778,8098338178,5307865462,12127128376,11934077322,1414326303,2403289455,3912360421,14652884028,1832620028,2110594633,16347761954,16350814266,0.850726008
